description,developer,early_access,game_id,orig_price,percent_pos,price,publisher,release_date,tag_list,title,total_reviews,vr_only,vr_pcinput,vr_supported
"The twin sisters Tear and Lumiere enjoy a happy life running their clinic. But when a demon abducts her sister, Tear must summon her courage to venture through worlds within magical tomes to bring her sister home safe.",Acerola,False,1378040,,92,$2.00 USD,Acerola,"6 Nov, 2020","Sexual Content,JRPG,RPG,Adventure,Anime,Female Protagonist,Fantasy,Nudity,Turn-Based Combat,Indie,Singleplayer,Hentai,Magic,2D,RPGMaker,Mature,Multiple Endings,NSFW,Memes,Funny",Tear and the Library of Labyrinths,294,False,,False
"""Feeling tired of regular shooters?"" “If you answered YES, then what are you waiting for?” “Reverse your thinking in this not-side-scrolling artillery shooting game, Steos!”",125,False,1456440,,N/A,$1.49 USD,125,"6 Nov, 2020","Action,Shooter,2D Platformer,2D,Arcade,Pixel Graphics,1980s,Retro,Arena Shooter,Puzzle Platformer,Sci-fi,Tactical,Cyberpunk,Space,Futuristic,Dark Humor,Anime,Cartoon,Score Attack,Singleplayer",Pixel Game Maker Series STEOS -Sorrow song of Bounty hunter-,2,False,,False
"8 Bit Space is a 2D platformer inspired by games from the 8-bit era of gaming and with particular emphasis on the ZX Spectrum. Explore 25 alien planets in the search of a way to power a newly discovered ancient portal, where will it lead?",Glass Frog Games,False,1452260,,96,$4.99 USD,Glass Frog Games,"7 Nov, 2020","Metroidvania,2D Platformer,Exploration,Retro,Adventure,Action,Platformer,2D,Old School,Minimalist,Stylized,8-bit Music,1980s,Space,Collectathon,1990's,Aliens,Singleplayer,Indie",8 Bit Space,27,False,,False
An all-new Metroidvania-style game developed using Pixel Game Maker MV! Make use of a variety of weapons as you traverse sprawling stages on a mission to take back your brother's body from the witch who stole it!,Gotcha Gotcha Games,False,891170,$6.99,87,$3.49 USD,Gotcha Gotcha Games,"7 Nov, 2020","Metroidvania,Side Scroller,Beat 'em up,Character Action Game,Exploration,Platformer,Female Protagonist,Silent Protagonist,2D,Cute,Action,Pixel Graphics,Retro,Singleplayer,Indie,Great Soundtrack,Classic,Free to Play",The Witch & The 66 Mushrooms,169,False,,False
Jump your way to get the blue diamonds as you try to survive a very annoying banana monologue! A REALLY HARD game!,Petriheart,False,1260130,,80,$2.00 USD,Petriheart,"7 Nov, 2020","Indie,Casual,Platformer,Difficult,Singleplayer,2D Platformer,Strategy,Psychological Horror,Precision Platformer,2D,Philosophical",Banana Hell,57,False,,False
“Escape the Lab” – Virtual Reality experience of an Escape Room that focuses on realistic chemical experiments.,Moonleaf studio,False,1141840,,N/A,$4.99 USD,Moonleaf studio,"7 Nov, 2020","Casual,Simulation,Indie,VR,Education,Escape Room,Science,Snow,Action,Puzzle,Sandbox,Exploration,First-Person,Sci-fi,Physics,Funny,Singleplayer,Family Friendly",Escape the Lab,4,True,,False
"Pathmaker is a single-player puzzle game with the goal to get all of your carts from one side to the other. Cross tracks, avoid obstacles, and make sure the carts don't collide with each other. 130 levels range from simple to very challenging. Exercise your logic skills!",Stunt Monkey Games,False,1404790,,N/A,$1.99 USD,Stunt Monkey Games,"7 Nov, 2020","Puzzle,Singleplayer,Casual,2D,Relaxing,Minimalist,Logic,Family Friendly,Top-Down,Indie,Point & Click,Tutorial,Puzzle Platformer,Procedural Generation",Pathmaker,0,False,,False
"Rune Knights is a cooperative action RPG focused on customization, crafting, and combat. Customize your character's aesthetics, stats, gameplay, and gear as you battle through procedurally generated and hand-crafted levels with your allies.",Aeromir,True,1101400,,79,$10.49 USD,Aeromir,"1 Jun, 2021","Hack and Slash,Dungeon Crawler,Action RPG,Character Customization,RPG,Third Person,Procedural Generation,Loot,Action,Demons,Fantasy,Magic,Crafting,Combat,Co-op,Multiplayer,Online Co-Op,Singleplayer,Indie,Early Access",Rune Knights,225,False,,False
Choco Pixel S is a minimalist colorful puzzle which goal is to get the toy car to the finish using 4 directions in space and avoiding traps.,Blender Games,False,1455420,$1.99,N/A,$0.55 USD,Blender Games,"8 Nov, 2020","2D,Cute,Pixel Graphics,Colorful,Singleplayer,Puzzle,Stylized,Old School,Retro,Sokoban,Family Friendly,Relaxing,Short,Replay Value,Difficult,Quick-Time Events,Abstract,Adventure,Simulation,Strategy",Choco Pixel S,3,False,,False
Zibbs - Alien Survival is an open world game where you play as an alien trying to survive on the unknown planet - Earth.,Mykhail Konokh,False,1001960,,N/A,Try to be an alien!,Mykhail Konokh,"8 Nov, 2020","Indie,Action,Violent,Aliens,Open World Survival Craft,Base Building,Singleplayer,Third Person,Crafting,Exploration,Sci-fi,Difficult,Open World,Survival,Beautiful,Walking Simulator,Experimental,Realistic,Simulation",Zibbs - Alien Survival,8,False,,False
"Spookyard is a local 2D multiplayer computer game that has different and competitive dynamics for each arena, offering game modes that can vary within the topdown and sidescroll camera styles.",ICAD/VisionLab PUC-Rio,False,1222380,,100,Free,ICAD/VisionLab PUC-Rio,"8 Nov, 2020","Casual,Indie,4 Player Local,Multiplayer,Local Multiplayer,Fighting,2D Fighter,2D,Cartoon,Dark Fantasy,Dark,Party Game,Top-Down,PvP,Funny,Family Friendly",Spookyard,12,False,,False
"""Aripi"" is an exciting adventure about an astronaut forgotten in orbit and his dream that unexpectedly came true.",Simpals LLC,False,1422930,,73,$1.99 USD,Simpals LLC,"8 Nov, 2020","Adventure,Action-Adventure,Cinematic,360 Video,Singleplayer,VR",Aripi,19,True,,False
"Welcome to Model City, a calm relaxing small game where you can't lose or do anything wrong.",GTGD,False,1465350,,N/A,$1.99 USD,GTGD,"8 Nov, 2020","Experimental,Clicker,Relaxing,Casual,Minimalist,Singleplayer,3D,Top-Down,Family Friendly,Indie,Simulation,City Builder,Building,Logic,Puzzle,Colorful",Model City,5,False,,False
"“Stay a while, stay FOREVER!” Race against the clock to gather the pieces of a secret password, platforming through 32 rooms and dodging 90 different deadly robot guards to stop the evil plans of the sinister Elvin Atombender in this all-time classic, now remastered for Steam.",Pixel Games UK,False,1449480,,50,$1.49 USD,Pixel Games UK,"9 Nov, 2020","2D Platformer,Puzzle Platformer,Investigation,Exploration,Parkour,Hacking,Strategy,Platformer,Action-Adventure,2D,Third Person,Action,Cyberpunk,Puzzle,Pixel Graphics,Logic,Sci-fi,Mystery,Robots,Futuristic",Impossible Mission Revisited,24,False,,False
Enjoy the latest in slime simulation technology from Quantum Isles as you try to survive this grassy gauntlet.,Quantum Isles,False,1446410,,N/A,$1.49 USD,Quantum Isles,"9 Nov, 2020","Casual,Arcade,2D,Colorful,Pixel Graphics,Fantasy,Sci-fi,Score Attack,Singleplayer",Slime with a Sword,2,False,,False
"Running a cafe is not an easy job. Especially when you're not making profits. Comedy, romance, friendship, and business combine in this unique Visual Novel!",Mikołaj Spychał,False,1461500,,72,$6.99 USD,Mikołaj Spychał,"9 Nov, 2020","Dating Sim,Casual,Romance,Comedy,Relaxing,Cute,Colorful,Minigames,Puzzle,Visual Novel,Anime,Sexual Content,Funny,Story Rich,Multiple Endings,Interactive Fiction,Narration,Management,Conversation,Cats",Cookie Store,11,False,,False
"Be a Pirate - a game about a small but brave pirate, whose goal is to collect all the coins and escape faster, because time is limited.",Amfich,False,1453220,,70,$9.99 USD,Amfich,"9 Nov, 2020","Strategy,Platformer,Pirates,Simulation,Quick-Time Events,Puzzle,Stealth,2D Platformer,Side Scroller,Family Friendly,Puzzle Platformer,Precision Platformer,2D,Pixel Graphics,Hand-drawn,Stylized,Atmospheric,Logic,Tactical,Singleplayer",Be a Pirate,17,False,,False
"The alert has been given, the virus is on the loose, the lab will be quarantined in 60 seconds. Shoot anything that blocks your way and escape!",Jim,False,1448800,,93,$2.99 USD,Jim,"9 Nov, 2020","Action,Pixel Graphics,Horror,Arcade,Singleplayer,On-Rails Shooter,Score Attack,Indie,Retro,Zombies,Boomer Shooter,Short,Remake,Female Protagonist,Anime,Funny,Comedy,Simulation,Sports,Adventure",BioCrisis,65,False,,False
Dreamlight is a 2D exploration sandbox with a survival aspects and a random world generation,PalkaSalyami,True,1153800,,N/A,$0.90 USD,PalkaSalyami,"9 Nov, 2020","Casual,Adventure,Action,Exploration,Platformer,Sandbox,Building,2D Platformer,Side Scroller,2D,Pixel Graphics,Early Access,Indie,Survival,Family Friendly,Character Customization,Procedural Generation,Singleplayer",Dreamlight,0,False,,False
This unique fast paced skill based 2D platform game will put your game play skills to the test. Your goal is simple but your time is limited. Come and compete for that top spot on the global leader-boards and be the best Cybloc player of this strange electrical realm.,Phil Bell,False,1446200,,N/A,$3.99 USD,Phil Bell,"9 Nov, 2020","Casual,Arcade,2D Platformer,Collectathon,Colorful,Hand-drawn,1980s,Physics,Score Attack,Singleplayer,Action,Platformer,Puzzle Platformer,2D,Minimalist,Retro,Fast-Paced,Indie",CYBLOC,0,False,,False
A catastrophe is about to happen and you have only a limited time to prevent it. Use your time stopping powers to make the most out of what little time you have!,Sicarius,False,1132970,,71,$5.79 USD,Sicarius,"6 Nov, 2020","FPS,Time Manipulation,Shooter,Singleplayer,Superhero,Combat,Violent,Military,Parkour,Indie,First-Person,Action,Controller,Realistic,Tactical,Mechs,Destruction,Sandbox,Fast-Paced,Comedy",Time To Stop Time,140,False,,False
"An 10 player online social deduction game inspired by games like Among Us & Town of Salem, where the stowaway is tasked with killing the crew before they reach land!",Sandstorm Studios Inc.,True,1428470,,75,$4.99 USD,Sandstorm Studios Inc.,"6 Nov, 2020","Early Access,Multiplayer,Social Deduction,Online Co-Op,Funny,FPS,Casual,Survival,Exploration,PvP,Sailing,Co-op,Fighting,3D,Psychological,Indie,Detective,Historical,Naval Combat,Team-Based",Stowaway,440,False,,False
"Hello and welcome to your exciting new career as the B.I.T.A night security guard we are happy to have you aboard, there has been some set backs but I'm sure you'll get the hang of thing around here. if not you can always hit the reset button and try again and again.",Brendin Kial Irvin,False,1453000,,N/A,$4.99 USD,Brendin Kial Irvin,"6 Nov, 2020","Action,Simulation,Survival,Horror,3D,Supernatural,Indie,Singleplayer",ADRPAN,4,False,,False
"Join the Mighty Pups on a super-heroic mission to Save Adventure Bay. Have fun together in 2-player co-op mode, unlock fun mini-games, rescue familiar friends and use each pup’s mighty powers to make the town PAWsome again!",DRAKHAR STUDIO,False,1374990,,70,$29.99 USD,DRAKHAR STUDIO,"6 Nov, 2020","Family Friendly,Action,Adventure,Cute,Dog,Wholesome,Local Multiplayer,Co-op,Action-Adventure,Local Co-Op,Multiplayer,Singleplayer,Casual,Exploration,Platformer,Character Action Game,3D Platformer,2.5D,Linear,Souls-like",PAW Patrol Mighty Pups Save Adventure Bay,104,False,,False
"A card game in a Medieval setting where you make decisions on which not only your life will depend, but also the future of the kingdom!",Blazing Planet Studio,False,1337890,,84,$2.99 USD,Blazing Planet Studio,"6 Nov, 2020","Choices Matter,Medieval,Choose Your Own Adventure,Card Game,Life Sim,RPG,Casual,Multiple Endings,Funny,Adventure,2D,Simulation,Fantasy,Atmospheric,Magic,Comedy,Singleplayer,Dark Humor,Stylized,Colorful",Choice of Life: Middle Ages,1352,False,,False
"The Banana Saved The World is a classic platform game with levels to go as well as end-of-level bosses Avoid traps and enemies, to defend yourself you only have one stone to throw at them",Moket-Studio,False,1388900,,N/A,$2.99 USD,Moket-Studio,"6 Nov, 2020","Adventure,Casual,Singleplayer,Platformer,Arcade,2D Platformer,3D Platformer,3D,2D,Colorful,Indie,Funny,Relaxing,Parody,Linear,Tutorial",The Banana Saved The World,1,False,,False
"New chapter in history of the legendary game, including 10 story missions.",Sigma Team Inc.,False,951530,,76,$4.99 USD,Sigma Team Inc.,"6 Nov, 2020","Arena Shooter,Action,RPG,Shoot 'Em Up,Shooter,PvE,Gore,Action RPG,Arcade,Isometric,Third Person,Sci-fi,Aliens,Indie,Singleplayer",Alien Shooter - Last Hope,266,False,,False
"Whispers of the Ancients is a 3D platformer, adventure and RPG game. The whispers will never stop, which makes the life of mortals difficult. Mankind has been possessed by the whispers of the ancients. These whispers can even rule over mountains, soils and rivers.",Mumin Bayar,True,1336150,,N/A,$9.99 USD,Mumin Bayar,"6 Nov, 2020","Early Access,Multiplayer,Singleplayer,3D Platformer,Adventure,RPG,Precision Platformer,Puzzle Platformer,Fantasy,Local Multiplayer,Casual,4 Player Local,Parkour,Platformer,Third Person,First-Person,3D Vision,3D,Exploration,Puzzle",Whispers of the Ancients,1,False,,False
16-bit love letter towards survival horror past and present. Chloe and her two children will embark on a journey to find her missing husband before the whole town descends into hell.,StarSkipp,False,1188290,,83,$4.99 USD,StarSkipp,"6 Nov, 2020","Action,Adventure,Indie,Gore,Violent,Nudity,Simulation,Pixel Graphics,Thriller,RPGMaker,Survival Horror,Shooter,2D,Horror,Psychological Horror,Story Rich,Female Protagonist,Atmospheric,Great Soundtrack,Puzzle",Cover Your Eyes,12,False,,False
Zniw Adventure is a hand-drawn point and click adventure game with a strong 90's vibe and cartoon animations. Play as Zniw - a yellow female dinosaur who is on a mission to find the ultimate gift for her mother's hatchday!,Azure Mountain,False,904750,,99,$4.99 USD,Azure Mountain,"6 Nov, 2020","Adventure,Point & Click,Hand-drawn,Female Protagonist,Cartoon,Cartoony,Cute,Indie,2D,Singleplayer,Retro,Exploration,Education,Casual,Conversation,Narration,Minigames,Dinosaurs,Funny,Story Rich",Zniw Adventure,235,False,,False
"Finally, a truly realistic driving game that also teaches you how to safely operate various types of forklifts.",Blind Squirrel Games,False,939450,,60,$19.99 USD,Blind Squirrel Games,"6 Nov, 2020","Simulation,Indie,Casual,Racing,Automobile Sim",Forklift Simulator 2019,74,False,,True
"Over 1000 unique components allow you to build and command voxel vehicles from the deep ocean to outer space! Forge strategies, allegiances and fleets strong enough to destroy eight deadly factions of the planet and reign supreme. A genre-defying mashup of simulation, building, RTS and RPG.",Brilliant Skies Ltd.,False,268650,,84,$12.49 USD,Brilliant Skies Ltd.,"6 Nov, 2020","Building,Naval Combat,Sandbox,Physics,Vehicular Combat,Crafting,RTS,Gun Customization,Strategy,Voxel,Multiplayer,Survival,Co-op Campaign,War,Tutorial,Military,Simulation,Artificial Intelligence,Naval,Space",From the Depths,9652,False,,False
"A high-octane, stunt, arcade game with an addictive combo and trick-based gameplay set in a retro arena. Get behind the wheel - jump, drift, stunt, and compete with others on the way on top the global leaderboard. It’s time to GET REKT!",Little Chicken Game Company,False,1065320,,94,$5.99 USD,Little Chicken Game Company,"6 Nov, 2020","Racing,Multiplayer,Family Friendly,Casual,Retro,Driving,Physics,Sports,Action,Skating,Colorful,Skateboarding,Indie,Local Multiplayer,3D,Split Screen,Arcade,Singleplayer,Co-op,4 Player Local",REKT! High Octane Stunts,100,False,,False
"A Forgetful Loop is a time-based worker-placement puzzle game, where you need to weigh up which nodes are more important at a given moment; To get closer to the core, closer to the finish line!",bighandinsky,False,1399540,,N/A,$6.29 USD,bighandinsky,"4 Sep, 2020","Experimental,Puzzle,Sci-fi,Time Travel,Minimalist,2.5D,Indie,Story Rich,Atmospheric,Science,Futuristic,Singleplayer,Abstract,Time Management,Point & Click",A Forgetful Loop,8,False,,False
Cytoclash is an action-packed lightgun-style shooter that calls upon you as Earth's best hope against a monstrous alien invasion! Suit-up and blast your way through hordes of enemies and massive bosses in the debut release from Setrino Software!,Setrino Software LLC,False,1175040,,N/A,$6.99 USD,Setrino Software LLC,"6 Nov, 2020","Action,Indie,Arcade,On-Rails Shooter,FPS,Score Attack",Cytoclash,0,False,,False
"Quash is a VR arcade game where you’re swinging your racket, destroying bricks, rising your score and climbing up the campaign or defeating your friends in multiplayer.",Team Quash,False,1096600,,N/A,$10.99 USD,Team Quash,"6 Nov, 2020","Sports,VR,Arcade,Physics,Singleplayer,3D,Futuristic,Score Attack",Quash,5,True,,False
Inseparable is a highly cooperative pc game for two players (on one keyboard). Playing solo is also possible. Placed in a fantasy world with a vintage style. This game is a fusion of adventure and action.,BeatBullGames,False,1405270,,N/A,$0.99 USD,BeatBullGames,"6 Nov, 2020","Action,Action-Adventure,Local Multiplayer,Horror,3D,Co-op,Adventure,Character Action Game,Multiplayer,Exploration,Atmospheric,Team-Based,PvE,Dark,Stylized,Fantasy,Medieval,Zombies,Mystery,Combat",Inseparable,4,False,,False
Shiro is an adventure platformer in which you have to find your missing sister,Game Dynasty,False,1290710,,80,$5.79 USD,Game Dynasty,"6 Nov, 2020","Adventure,Action,Platformer,2D Platformer,Action-Adventure,Side Scroller,2D,Pixel Graphics,Anime,Indie,Colorful,Top-Down,Atmospheric,Fantasy,Hack and Slash,Singleplayer,Female Protagonist",Shiro,372,False,,False
"Gold Dust - Hardcore adventure game from the '90s era with sword combat against evil, magical abilities, challenging levels, and high difficulty for hardcore enthusiasts. Uncover the secrets of the potent ""Gold Dust"" artifact for an exciting gaming experience.",NL Studio,False,1447900,$4.40,72,$0.44 USD,NL Studio,"6 Nov, 2020","Exploration,Spectacle fighter,Hack and Slash,Shooter,First-Person,Action,Pixel Graphics,Survival,Adventure,1990's,Old School,Singleplayer,Casual,3D,Simulation,Indie,Horror,Minimalist,Atmospheric,Comedy",Gold Dust,29,False,,False
Furious 3D runner about a pumped-up Gachi. Run as far as possible! Collect Sweets! Set new records and enjoy a great soundtrack.,Slaves,False,1436680,,95,$0.99 USD,Slaves,"4 Nov, 2020","Indie,Casual,Adventure,Action,Sexual Content,Funny,Nudity,Great Soundtrack,Fast-Paced,Memes,LGBTQ+,Psychological Horror,Runner,Colorful,Comedy,Relaxing,3D Platformer,Dark Fantasy,Strategy,Massively Multiplayer",Gachi run: Running of the slaves,184,False,,False
Unravel the mystery of the King's sudden death... Claim your right for the throne. Try to stay alive as long as possible. Will you take the risk? The story for those who are brave enough to dive in a dark story and are able to think reasonably.,Empty Die Studio,False,1324830,,72,$14.99 USD,Empty Die Studio,"6 Nov, 2020","Story Rich,Mystery,Drama,Visual Novel,Choices Matter,Medieval,Detective,Atmospheric,Adventure,Indie,Singleplayer,Conspiracy,Puzzle,Experimental,Choose Your Own Adventure,Multiple Endings,2D,Dark,Hand-drawn,Romance",Untale: King of Revinia,44,False,,False
"Your task is simple, exterminate all vermin. The sledge hammer you have been provided is capable of destroying almost all office appliances and furniture that may be uncooperative. Your time is running out.",Talia bob Mair,False,1416130,,82,Free,Talia bob Mair,"6 Nov, 2020","Free to Play,Indie,Horror,Surreal,Psychological Horror,Adventure,Dark,Singleplayer,First-Person,Casual,Action,Short,Atmospheric,Destruction,Story Rich,Puzzle,Great Soundtrack,Gore,Exploration,Multiplayer",Perfect Vermin,3532,False,,False
Hidden object game in a surreal style. Extremely hard!,Anatoliy Loginovskikh,False,1446330,,94,$1.49 USD,Anatoliy Loginovskikh,"6 Nov, 2020","Casual,2D,Abstract,Side Scroller,Point & Click,Minimalist,Hand-drawn,Psychedelic,Indie,Stylized,Family Friendly,Relaxing,Singleplayer,Surreal,Hidden Object",100 hidden snails,456,False,,False
"“Aisling and the Tavern of Elves” is an Isekai Fantasy-Comedy Dating Sim Visual Novel, where you play as Aisling Whitehorse, a hapless mercenary turned tavern owner eking out a living in the Elven Kingdom of Eiredagh.",VN House,False,1444360,,76,$3.99 USD,VN House,"6 Nov, 2020","LGBTQ+,Visual Novel,Female Protagonist,Sexual Content,Dating Sim,Nudity,NSFW,Anime,Comedy,Life Sim,Casual,Medieval,Magic,Relaxing,Historical,Mature,2D,Colorful,Cute,Fantasy",Aisling and the Tavern of Elves,25,False,,False
A VR Arcade Shooter,Jordan Russell,True,1446640,,N/A,$6.99 USD,Jordan Russell,"6 Nov, 2020","Action,Arcade,Shooter,Arena Shooter,Bullet Hell,3D,First-Person,VR,Futuristic,Modern,Sci-fi,Indie,Early Access,6DOF,Combat,Physics,Score Attack,Singleplayer",Rifle Dodger,4,True,,False
"A Point & Click Management game of Incomprehensible Entities, Survival and Discovery. Inspired by SCP and Cultist Simulator, with Cosmic Horror elements.",Jeff Sproul,False,1386020,,95,Lost Remnant: Roaches to Riches Demo,Jeff Sproul,"5 Nov, 2020","Strategy,Casual,Adventure,Point & Click,2D,Resource Management,Lovecraftian,Singleplayer,Exploration,Dark Fantasy,Atmospheric,Indie,Simulation,Inventory Management,Pixel Graphics,Colorful,Turn-Based Strategy",Lost Remnant: Roaches to Riches,20,False,,False
"Abandoned Lab, Reset Power, RUN! A point and click game of surviving an abandoned lab, discovering it's secrets while surviving the creature within.",John Coday,False,1454320,,N/A,$4.99 USD,John Coday,"5 Nov, 2020","Adventure,Point & Click,Horror,Hand-drawn,Singleplayer,Indie",LabRat,4,False,,False
"Reunite with Sergeant Cornelius M. Chesterfield and Corporal Blutch in this remastered game that combines turn-based strategy and real-time action. This new version will delight fans of the original game, initially released on the Amiga at the end of the 1980s!",Appeal Studios,False,963220,,62,$14.99 USD,Appeal Studios,"5 Nov, 2020","RTS,Board Game,Turn-Based Strategy,Wargame,America,War,Military,Action,Comic Book,FPS,Arcade,Colorful,PvP,Turn-Based Combat,Singleplayer,Turn-Based Tactics,Local Multiplayer,Multiplayer,Strategy,3D",The Bluecoats: North & South,140,False,,False
"A wild tale of love, death, chickens, and redemption! Chicken Police is a buddy-cop noir adventure with a carefully crafted world, a gritty story, and absurd humor. The game mixes classic adventure games with visual novel-style storytelling, presented in a beak-droppingly unique art style.",The Wild Gentlemen,False,1084640,,100,Free Demo,The Wild Gentlemen,"5 Nov, 2020","Visual Novel,Detective,Noir,Story Rich,Adventure,Point & Click,Crime,Atmospheric,Singleplayer,Conversation,Dark Humor,Cats,Puzzle,Nature,Clicker,Cinematic,Hidden Object,2.5D,2D,America",Chicken Police - Paint it RED!,1378,False,,False
Ergastulum is a first-person fantasy horror adventure game that blends a mix of Asian and Western folklore to create a terrifying vision that will test a player's faith to the extremes. The game focuses on psychological horror which relies on the character’s fears and abnormal psyche to frighten players.,K Monkey,True,598430,,75,$7.99 USD,K Monkey,"5 Nov, 2020","Early Access,Horror,FPS,Survival Horror,Dungeon Crawler,Roguelite,Exploration,Character Action Game,Perma Death,Stealth,Survival,First-Person,Roguelike,LGBTQ+,Psychological Horror,Story Rich,Lore-Rich,Procedural Generation,Underground,Action",Ergastulum: Dungeon Nightmares III,68,False,,False
"Collect, raise and breed an army of beetles to rise up and lay claim to the abandoned lot! The game features a complex genetics simulation and real-time tactics missions with a full campaign.","Iocane Games, LLC",False,662680,,75,$5.79 USD,"Iocane Games, LLC","5 Nov, 2020","Colony Sim,Real Time Tactics,Management,Science,Nature,God Game,Procedural Generation,Strategy,Life Sim,Simulation,RTS,Character Customization,Resource Management,Base Building,Casual,Inventory Management,Cute,Education,Dark Humor,Funny",Beetle Uprising,76,False,,False
"Decades have passed and the Actress, Ella, returns to the abandoned theatre to uncover a preserved collection of extraordinary performances. Explore a variety of magical, hand-painted worlds as you collect the lost pieces of the past.",Punk Notion,False,1164060,,92,$9.99 USD,Punk Notion,"5 Nov, 2020","Story Rich,Exploration,Mystery,Casual,Narration,Indie,Emotional,Action-Adventure,Adventure,Singleplayer,Experimental,Female Protagonist,Walking Simulator,Hand-drawn,Action,Puzzle Platformer,Experience,Atmospheric,Character Action Game,Choose Your Own Adventure",The Last Show of Mr. Chardish,65,False,,False
skelets is a local multiplayer skeleton brawler: fight skeletons and plunder gems!,Sokpop Collective,False,1465120,,N/A,$2.99 USD,Sokpop Collective,"31 Oct, 2020","Action,Platformer,Fighting,2D Fighter,Shoot 'Em Up,2D,Pixel Graphics,Retro,Combat,PvP,Indie,Martial Arts,Singleplayer,Multiplayer,Local Multiplayer",skelets,3,False,,False
Defend America from an alternate-universe America using state-of-the-art 1980s military hardware in this intricate and tactical turn-based strategy game.,Zachtronics,False,971160,,73,$10.49 USD,Zachtronics,"5 Nov, 2020","Turn-Based Tactics,Military,Wargame,Cold War,Hex Grid,Sci-fi,Alternate History,War,1980s,Story Rich,Tactical,America,Turn-Based Strategy,Strategy,Tanks,Simulation,Turn-Based Combat,Combat,Grid-Based Movement,2D",Möbius Front '83,304,False,,False
"DIRT 5 is a fun, amplified, off-road arcade racing experience created by Codemasters. Blaze a trail on routes across the world, covering gravel, ice, snow and sand, with a roster of cars ranging from rally icons to trucks, to GT heroes.",Codemasters,False,1038250,,53,$96.92 USD,Codemasters,"5 Nov, 2020","Racing,Driving,Offroad,4 Player Local,Multiplayer,Arcade,Casual,Action,Local Multiplayer,Sports,Adventure,Automobile Sim,Singleplayer,Atmospheric,First-Person,Colorful,Realistic,PvP,Local Co-Op,Sandbox",DIRT 5,3068,False,,False
"Fight, loot, explore and craft in the living open world of Starpoint Gemini 3. Assemble your trusty ship and boost your RPG skills to face all challenges.",Little Green Men Games,False,977720,,50,$29.99 USD,Little Green Men Games,"5 Nov, 2020","Space,Simulation,RPG,Space Sim,Exploration,Action,Crafting,Sci-fi,Singleplayer,Open World,Action RPG,Atmospheric,Spaceships,Looter Shooter,Open World Survival Craft,First-Person,Early Access,Third Person,Comedy,Dark Humor",Starpoint Gemini 3,721,False,,False
"Experience life in space using cutting edge drone simulation technology. You can never fail — build ships, make friends, live forever.",Pixel Delusion,False,1204410,,88,$9.99 USD,Pixel Delusion,"5 Nov, 2020","Puzzle,Space,Physics,Difficult,2.5D,Stylized,Action,Simulation,Atmospheric,Comedy,Adventure,Singleplayer,Indie,Sci-fi,Replay Value,Story Rich,Dark Humor,Alternate History,Funny,Great Soundtrack",Kosmokrats,72,False,,False
"Become a warrior in this sci-fi/fantasy adventure! Iron Reckoning showcases a unique movement mechanic that will test your skill in preserving airborne momentum. Wield a variety of powers and master the combat to defeat your enemies, as you uncover the mystery behind a deadly machine threat!",RobProductions,False,1281920,,N/A,$7.99 USD,RobProductions,"5 Nov, 2020","Action,Adventure,RPG,Indie,Action-Adventure,Character Action Game,Hack and Slash,Third Person,Combat,Linear,Story Rich,Fantasy,Singleplayer,Exploration,Female Protagonist,Lore-Rich,Realistic,Mystery,Magic,Sci-fi",Iron Reckoning,3,False,,False
"Arcade, simulation, logical, rpg maker.",YsztyXMastery,False,1444870,,N/A,$0.99 USD,YsztyXMastery,"5 Nov, 2020","Action,Adventure,Puzzle,Clicker,Interactive Fiction,Action-Adventure,Education,Runner,Typing,2D,Colorful,Pixel Graphics,Family Friendly,Logic,Old School,Inventory Management,Linear,Score Attack,Singleplayer,Simulation",Ostatni Dzien w Pracy,1,False,,False
What Comes After is a side-scrolling adventure and a short heartwarming story about learning how to love yourself. Help Vivi in her journey on the train to the afterlife and back.,Pikselnesia,False,1421760,,90,$4.99 USD,Pikselnesia,"5 Nov, 2020","Interactive Fiction,Cartoony,Casual,Indie,Female Protagonist,Adventure,Conversation,Multiple Endings,Emotional,Narration,Story Rich,Philosophical,Relaxing,Atmospheric,Beautiful,Fantasy,Dark Humor,Great Soundtrack,Singleplayer",What Comes After,837,False,,False
"FANTASY GROUNDS is a powerful virtual tabletop that allows your TTRPG group to connect - whether you're around a table or online. With its updated visuals, versatile interface, comprehensive features, and vast library of supported game systems, Fantasy Grounds VTT provides unforgettable experiences!","SmiteWorks USA, LLC",False,1196310,,85,$10.49 USD,"SmiteWorks USA, LLC","5 Nov, 2020","Dragons,Magic,RPG,Software,Party-Based RPG,Dungeons & Dragons,Utilities,Strategy,Turn-Based,Indie,Fantasy,Online Co-Op,Adventure,Tabletop,Turn-Based Combat,Co-op Campaign,Turn-Based Strategy,Co-op,Strategy RPG,Story Rich",Fantasy Grounds VTT,678,False,,False
"Perception is reality. In this mind-bending first-person puzzler, you escape a surreal dream world through solving impossible puzzles using the ambiguity of depth and perspective.",Pillow Castle,False,1049410,,93,$10.49 USD,Pillow Castle,"5 Nov, 2020","Puzzle,First-Person,Surreal,Narration,Psychological,Physics,Singleplayer,Thriller,Story Rich,Adventure,Psychedelic,Funny,Exploration,3D Vision,Puzzle Platformer,Psychological Horror,Minimalist,Cinematic,Colorful,Dark Humor",Superliminal,23989,False,,False
